Unnamed: 0,id_covers,id_user,id_company,date_added,date_waste,kitchen,shift,covers
36624,74483,clef@fit.com,CBOI_Tartuffe,2022-02-15 17:31:51,2022-02-15 00:00:00,Le Clef,Lunch,2
36625,74484,clef@fit.com,CBOI_Tartuffe,2022-02-15 17:32:24,2022-02-14 00:00:00,Le Clef,Lunch,0
37191,75058,clef@fit.com,CBOI_Tartuffe,2022-02-25 06:41:15,2022-02-14 00:00:00,Le Clef,Lunch,7
37192,75059,clef@fit.com,CBOI_Tartuffe,2022-02-25 06:42:31,2022-02-15 00:00:00,Le Clef,Lunch,32
37195,75062,clef@fit.com,CBOI_Tartuffe,2022-02-25 06:44:10,2022-02-16 00:00:00,Le Clef,Lunch,6
37197,75064,clef@fit.com,CBOI_Tartuffe,2022-02-25 06:44:10,2022-02-17 00:00:00,Le Clef,Lunch,6
37199,75066,clef@fit.com,CBOI_Tartuffe,2022-02-25 06:44:10,2022-02-18 00:00:00,Le Clef,Lunch,0
37201,75068,clef@fit.com,CBOI_Tartuffe,2022-02-25 06:44:10,2022-02-21 00:00:00,Le Clef,Lunch,0
37202,75069,clef@fit.com,CBOI_Tartuffe,2022-02-25 06:44:48,2022-02-19 00:00:00,Le Clef,Lunch,14
37203,75070,clef@fit.com,CBOI_Tartuffe,2022-02-25 06:45:09,2022-02-22 00:00:00,Le Clef,Lunch,15
37206,75073,clef@fit.com,CBOI_Tartuffe,2022-02-25 06:45:46,2022-02-23 00:00:00,Le Clef,Lunch,14
37207,75074,clef@fit.com,CBOI_Tartuffe,2022-02-25 06:46:01,2022-02-24 00:00:00,Le Clef,Lunch,4
38077,75991,clef@fit.com,CBOI_Tartuffe,2022-03-14 08:11:44,2021-12-28 00:00:00,Le Clef,Lunch,0
38078,75992,clef@fit.com,CBOI_Tartuffe,2022-03-14 08:11:44,2021-12-29 00:00:00,Le Clef,Lunch,0
38079,75993,clef@fit.com,CBOI_Tartuffe,2022-03-14 08:11:44,2021-12-30 00:00:00,Le Clef,Lunch,0
38080,75994,clef@fit.com,CBOI_Tartuffe,2022-03-14 08:11:44,2021-12-31 00:00:00,Le Clef,Lunch,0
38082,75996,clef@fit.com,CBOI_Tartuffe,2022-03-14 08:11:44,2022-01-10 00:00:00,Le Clef,Lunch,0
38083,75997,clef@fit.com,CBOI_Tartuffe,2022-03-14 08:11:44,2022-01-11 00:00:00,Le Clef,Lunch,0
38085,75999,clef@fit.com,CBOI_Tartuffe,2022-03-14 08:11:44,2022-01-12 00:00:00,Le Clef,Lunch,0
38087,76001,clef@fit.com,CBOI_Tartuffe,2022-03-14 08:11:44,2022-01-13 00:00:00,Le Clef,Lunch,0
38088,76002,clef@fit.com,CBOI_Tartuffe,2022-03-14 08:11:44,2022-01-14 00:00:00,Le Clef,Lunch,0
38091,76005,clef@fit.com,CBOI_Tartuffe,2022-03-14 08:11:44,2022-02-25 00:00:00,Le Clef,Lunch,0
38093,76007,clef@fit.com,CBOI_Tartuffe,2022-03-14 08:11:44,2022-02-26 00:00:00,Le Clef,Lunch,0
38095,76009,clef@fit.com,CBOI_Tartuffe,2022-03-14 08:11:44,2022-02-28 00:00:00,Le Clef,Lunch,0
38098,76012,clef@fit.com,CBOI_Tartuffe,2022-03-14 08:11:44,2022-03-02 00:00:00,Le Clef,Lunch,9
38100,76014,clef@fit.com,CBOI_Tartuffe,2022-03-14 08:13:21,2022-03-03 00:00:00,Le Clef,Lunch,5
38102,76016,clef@fit.com,CBOI_Tartuffe,2022-03-14 08:13:21,2022-03-04 00:00:00,Le Clef,Lunch,0
38103,76017,clef@fit.com,CBOI_Tartuffe,2022-03-14 08:13:21,2022-03-05 00:00:00,Le Clef,Lunch,0
38104,76018,clef@fit.com,CBOI_Tartuffe,2022-03-14 08:13:22,2022-03-07 00:00:00,Le Clef,Lunch,9
38106,76020,clef@fit.com,CBOI_Tartuffe,2022-03-14 08:13:22,2022-03-08 00:00:00,Le Clef,Lunch,6
38107,76021,clef@fit.com,CBOI_Tartuffe,2022-03-14 08:13:22,2022-03-09 00:00:00,Le Clef,Lunch,8
38108,76022,clef@fit.com,CBOI_Tartuffe,2022-03-14 08:13:22,2022-03-10 00:00:00,Le Clef,Lunch,14
38110,76024,clef@fit.com,CBOI_Tartuffe,2022-03-14 08:13:22,2022-03-11 00:00:00,Le Clef,Lunch,0
38111,76025,clef@fit.com,CBOI_Tartuffe,2022-03-14 08:13:41,2022-03-14 00:00:00,Le Clef,Lunch,3
38668,79363,clef@fit.com,CBOI_Tartuffe,2022-05-11 04:07:52,2022-05-10 00:00:00,Le Clef,Lunch,350
38670,79365,clef@fit.com,CBOI_Tartuffe,2022-05-11 04:08:15,2022-05-09 00:00:00,Le Clef,Lunch,13
39027,79730,clef@fit.com,CBOI_Tartuffe,2022-05-11 17:39:22,2022-05-11 00:00:00,Le Clef,Lunch,5
39344,80047,clef@fit.com,CBOI_Tartuffe,2022-05-12 17:20:07,2022-05-12 00:00:00,Le Clef,Lunch,25
39887,80821,clef@fit.com,CBOI_Tartuffe,2022-05-18 06:18:57,2022-05-17 00:00:00,Le Clef,Lunch,333
39889,80823,clef@fit.com,CBOI_Tartuffe,2022-05-18 06:19:40,2022-05-16 00:00:00,Le Clef,Lunch,16
40334,81269,clef@fit.com,CBOI_Tartuffe,2022-05-23 08:36:53,2022-05-20 00:00:00,Le Clef,Lunch,2
40335,81270,clef@fit.com,CBOI_Tartuffe,2022-05-23 08:37:07,2022-05-19 00:00:00,Le Clef,Lunch,25
40337,81272,clef@fit.com,CBOI_Tartuffe,2022-05-23 08:39:49,2022-05-21 00:00:00,Le Clef,Lunch,80
40338,81273,clef@fit.com,CBOI_Tartuffe,2022-05-23 08:41:21,2022-05-23 00:00:00,Le Clef,Lunch,325
40884,81853,clef@fit.com,CBOI_Tartuffe,2022-05-26 17:07:54,2022-05-26 00:00:00,Le Clef,Lunch,18
40886,81855,clef@fit.com,CBOI_Tartuffe,2022-05-26 17:08:43,2022-05-25 00:00:00,Le Clef,Lunch,35
40887,81856,clef@fit.com,CBOI_Tartuffe,2022-05-26 17:09:54,2022-05-24 00:00:00,Le Clef,Lunch,335
40955,81924,clef@fit.com,CBOI_Tartuffe,2022-05-27 18:10:37,2022-05-27 00:00:00,Le Clef,Lunch,13
41442,82418,clef@fit.com,CBOI_Tartuffe,2022-06-02 17:24:16,2022-06-02 00:00:00,Le Clef,Lunch,168
41444,82420,clef@fit.com,CBOI_Tartuffe,2022-06-02 17:24:46,2022-06-01 00:00:00,Le Clef,Lunch,110
41446,82422,clef@fit.com,CBOI_Tartuffe,2022-06-02 17:25:08,2022-05-30 00:00:00,Le Clef,Lunch,110
41447,82423,clef@fit.com,CBOI_Tartuffe,2022-06-02 17:26:38,2022-05-31 00:00:00,Le Clef,Lunch,488
41581,82566,clef@fit.com,CBOI_Tartuffe,2022-06-04 09:23:34,2022-06-04 00:00:00,Le Clef,Lunch,4
41582,82567,clef@fit.com,CBOI_Tartuffe,2022-06-04 09:23:44,2022-06-03 00:00:00,Le Clef,Lunch,100
41821,82811,clef@fit.com,CBOI_Tartuffe,2022-06-08 05:56:17,2022-06-07 00:00:00,Le Clef,Lunch,70
41861,82856,clef@fit.com,CBOI_Tartuffe,2022-06-08 15:28:02,2022-06-08 00:00:00,Le Clef,Lunch,21
41893,82889,clef@fit.com,CBOI_Tartuffe,2022-06-09 12:57:44,2022-06-09 00:00:00,Le Clef,Lunch,14
42042,83054,clef@fit.com,CBOI_Tartuffe,2022-06-10 17:54:44,2022-06-10 00:00:00,Le Clef,Lunch,16
42208,83226,clef@fit.com,CBOI_Tartuffe,2022-06-13 14:53:49,2022-06-13 00:00:00,Le Clef,Lunch,330
42267,83286,clef@fit.com,CBOI_Tartuffe,2022-06-14 14:51:06,2022-06-14 00:00:00,Le Clef,Lunch,330
42376,83399,clef@fit.com,CBOI_Tartuffe,2022-06-15 14:54:36,2022-06-15 00:00:00,Le Clef,Lunch,330
42451,83474,clef@fit.com,CBOI_Tartuffe,2022-06-16 18:03:42,2022-06-16 00:00:00,Le Clef,Lunch,347
42519,83545,clef@fit.com,CBOI_Tartuffe,2022-06-17 15:38:29,2022-06-17 00:00:00,Le Clef,Lunch,82
42582,83608,clef@fit.com,CBOI_Tartuffe,2022-06-18 12:44:13,2022-06-18 00:00:00,Le Clef,Lunch,330
42767,83797,clef@fit.com,CBOI_Tartuffe,2022-06-21 01:41:07,2022-06-20 00:00:00,Le Clef,Lunch,342
